instant,dateday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,humidity_category
4125,2011-06-25,Fall,2011,Jun,18,0,Saturday,Clear,0.72,0.6515,45.0,0.2537,108,199,307,Ideal
4126,2011-06-25,Fall,2011,Jun,19,0,Saturday,Clear,0.72,0.6667,48.0,0.2836,121,254,375,Ideal
4127,2011-06-25,Fall,2011,Jun,20,0,Saturday,Clear,0.7,0.6515,48.0,0.194,74,195,269,Ideal
4128,2011-06-25,Fall,2011,Jun,21,0,Saturday,Clear,0.68,0.6364,51.0,0.1642,62,140,202,Ideal
4129,2011-06-25,Fall,2011,Jun,22,0,Saturday,Clear,0.68,0.6364,47.0,0.194,61,126,187,Ideal
4130,2011-06-25,Fall,2011,Jun,23,0,Saturday,Misty,0.66,0.6212,50.0,0.2985,49,130,179,Ideal
4131,2011-06-26,Fall,2011,Jun,0,0,Sunday,Clear,0.64,0.6212,53.0,0.0,30,85,115,Ideal
4132,2011-06-26,Fall,2011,Jun,1,0,Sunday,Clear,0.64,0.6212,53.0,0.1045,17,73,90,Ideal
4133,2011-06-26,Fall,2011,Jun,2,0,Sunday,Clear,0.62,0.6212,56.99999999999999,0.1045,17,70,87,Ideal
4134,2011-06-26,Fall,2011,Jun,3,0,Sunday,Clear,0.6,0.6061,64.0,0.1045,12,22,34,Ideal
4135,2011-06-26,Fall,2011,Jun,4,0,Sunday,Clear,0.6,0.6061,64.0,0.0896,3,8,11,Ideal
4136,2011-06-26,Fall,2011,Jun,5,0,Sunday,Clear,0.6,0.6061,64.0,0.0,3,9,12,Ideal
4137,2011-06-26,Fall,2011,Jun,6,0,Sunday,Clear,0.6,0.6061,64.0,0.0,7,13,20,Ideal
4138,2011-06-26,Fall,2011,Jun,7,0,Sunday,Clear,0.62,0.6061,61.0,0.0,24,27,51,Ideal
4139,2011-06-26,Fall,2011,Jun,8,0,Sunday,Clear,0.64,0.6212,61.0,0.194,29,78,107,Ideal
4140,2011-06-26,Fall,2011,Jun,9,0,Sunday,Clear,0.66,0.6212,54.0,0.0896,75,131,206,Ideal
4141,2011-06-26,Fall,2011,Jun,10,0,Sunday,Clear,0.72,0.6667,48.0,0.1045,136,196,332,Ideal
4142,2011-06-26,Fall,2011,Jun,11,0,Sunday,Clear,0.72,0.6515,45.0,0.1343,127,219,346,Ideal
4143,2011-06-26,Fall,2011,Jun,12,0,Sunday,Clear,0.74,0.6515,40.0,0.1642,175,268,443,Terlalu kering
4144,2011-06-26,Fall,2011,Jun,13,0,Sunday,Clear,0.74,0.6515,40.0,0.0,197,245,442,Terlalu kering
4145,2011-06-26,Fall,2011,Jun,14,0,Sunday,Clear,0.74,0.6515,40.0,0.1343,197,246,443,Terlalu kering
4146,2011-06-26,Fall,2011,Jun,15,0,Sunday,Clear,0.74,0.6515,40.0,0.0,174,229,403,Terlalu kering
4147,2011-06-26,Fall,2011,Jun,16,0,Sunday,Clear,0.74,0.6667,42.0,0.194,177,278,455,Terlalu kering
4148,2011-06-26,Fall,2011,Jun,17,0,Sunday,Misty,0.72,0.6515,42.0,0.1642,178,243,421,Terlalu kering
4149,2011-06-26,Fall,2011,Jun,18,0,Sunday,Misty,0.72,0.6515,45.0,0.2537,117,265,382,Ideal
4150,2011-06-26,Fall,2011,Jun,19,0,Sunday,Misty,0.72,0.6667,48.0,0.1343,89,228,317,Ideal
4151,2011-06-26,Fall,2011,Jun,20,0,Sunday,Misty,0.7,0.6515,48.0,0.1045,55,158,213,Ideal
4152,2011-06-26,Fall,2011,Jun,21,0,Sunday,Misty,0.7,0.6515,54.0,0.1045,48,135,183,Ideal
4153,2011-06-26,Fall,2011,Jun,22,0,Sunday,Clear,0.7,0.6515,51.0,0.0,19,95,114,Ideal
4154,2011-06-26,Fall,2011,Jun,23,0,Sunday,Clear,0.7,0.6515,54.0,0.0896,14,64,78,Ideal
4155,2011-06-27,Fall,2011,Jun,0,0,Monday,Light_rainsnow,0.64,0.6061,73.0,0.2836,7,25,32,Terlalu Lembab
4156,2011-06-27,Fall,2011,Jun,1,0,Monday,Misty,0.62,0.5909,78.0,0.1343,4,11,15,Terlalu Lembab
4157,2011-06-27,Fall,2011,Jun,2,0,Monday,Light_rainsnow,0.62,0.5909,78.0,0.1343,3,3,6,Terlalu Lembab
4158,2011-06-27,Fall,2011,Jun,3,0,Monday,Light_rainsnow,0.62,0.5909,78.0,0.1343,0,2,2,Terlalu Lembab
4159,2011-06-27,Fall,2011,Jun,4,0,Monday,Misty,0.6,0.5606,83.0,0.1642,1,8,9,Terlalu Lembab
4160,2011-06-27,Fall,2011,Jun,5,0,Monday,Misty,0.62,0.5758,83.0,0.1642,1,21,22,Terlalu Lembab
4161,2011-06-27,Fall,2011,Jun,6,0,Monday,Misty,0.62,0.5909,78.0,0.1642,4,90,94,Terlalu Lembab
4162,2011-06-27,Fall,2011,Jun,7,0,Monday,Misty,0.64,0.6061,73.0,0.2239,14,247,261,Terlalu Lembab
4163,2011-06-27,Fall,2011,Jun,8,0,Monday,Clear,0.66,0.6212,74.0,0.194,29,418,447,Terlalu Lembab
4164,2011-06-27,Fall,2011,Jun,9,0,Monday,Misty,0.72,0.6667,54.0,0.0,37,150,187,Ideal
4165,2011-06-27,Fall,2011,Jun,10,0,Monday,Misty,0.72,0.6667,54.0,0.1343,55,95,150,Ideal
4166,2011-06-27,Fall,2011,Jun,11,0,Monday,Misty,0.7,0.6515,57.99999999999999,0.0,55,95,150,Ideal
4167,2011-06-27,Fall,2011,Jun,12,0,Monday,Misty,0.72,0.6667,54.0,0.0,40,130,170,Ideal
4168,2011-06-27,Fall,2011,Jun,13,0,Monday,Misty,0.72,0.6667,57.99999999999999,0.2239,37,127,164,Ideal
4169,2011-06-27,Fall,2011,Jun,14,0,Monday,Misty,0.72,0.6667,57.99999999999999,0.0896,58,100,158,Ideal
4170,2011-06-27,Fall,2011,Jun,15,0,Monday,Misty,0.74,0.6818,55.00000000000001,0.0,76,126,202,Ideal
4171,2011-06-27,Fall,2011,Jun,16,0,Monday,Clear,0.74,0.6818,55.00000000000001,0.1045,53,222,275,Ideal
4172,2011-06-27,Fall,2011,Jun,17,0,Monday,Clear,0.74,0.6818,55.00000000000001,0.1343,90,514,604,Ideal
4173,2011-06-27,Fall,2011,Jun,18,0,Monday,Clear,0.74,0.6667,51.0,0.0,79,512,591,Ideal
4174,2011-06-27,Fall,2011,Jun,19,0,Monday,Clear,0.72,0.6818,62.0,0.194,56,340,396,Ideal
4175,2011-06-27,Fall,2011,Jun,20,0,Monday,Clear,0.7,0.6515,65.0,0.1045,54,251,305,Terlalu Lembab
4176,2011-06-27,Fall,2011,Jun,21,0,Monday,Clear,0.7,0.6515,65.0,0.0,52,190,242,Terlalu Lembab
4177,2011-06-27,Fall,2011,Jun,22,0,Monday,Clear,0.68,0.6364,69.0,0.0,33,112,145,Terlalu Lembab
4178,2011-06-27,Fall,2011,Jun,23,0,Monday,Clear,0.68,0.6364,69.0,0.0,16,65,81,Terlalu Lembab
4179,2011-06-28,Fall,2011,Jun,0,0,Tuesday,Misty,0.66,0.6061,78.0,0.1343,5,25,30,Terlalu Lembab
4180,2011-06-28,Fall,2011,Jun,1,0,Tuesday,Clear,0.66,0.6212,74.0,0.0,5,8,13,Terlalu Lembab
4181,2011-06-28,Fall,2011,Jun,2,0,Tuesday,Misty,0.66,0.6212,74.0,0.0,2,9,11,Terlalu Lembab
4182,2011-06-28,Fall,2011,Jun,3,0,Tuesday,Misty,0.66,0.6212,74.0,0.0,0,2,2,Terlalu Lembab
4183,2011-06-28,Fall,2011,Jun,4,0,Tuesday,Clear,0.66,0.6212,74.0,0.0,1,7,8,Terlalu Lembab
4184,2011-06-28,Fall,2011,Jun,5,0,Tuesday,Clear,0.66,0.6061,78.0,0.0,1,20,21,Terlalu Lembab
4185,2011-06-28,Fall,2011,Jun,6,0,Tuesday,Clear,0.66,0.6061,83.0,0.1642,7,117,124,Terlalu Lembab
4186,2011-06-28,Fall,2011,Jun,7,0,Tuesday,Clear,0.68,0.6364,83.0,0.194,27,320,347,Terlalu Lembab
4187,2011-06-28,Fall,2011,Jun,8,0,Tuesday,Clear,0.7,0.6667,79.0,0.1642,39,417,456,Terlalu Lembab
4188,2011-06-28,Fall,2011,Jun,9,0,Tuesday,Clear,0.74,0.697,70.0,0.0,38,208,246,Terlalu Lembab
4189,2011-06-28,Fall,2011,Jun,10,0,Tuesday,Clear,0.8,0.7424,49.0,0.1642,45,112,157,Ideal
4190,2011-06-28,Fall,2011,Jun,11,0,Tuesday,Clear,0.82,0.7576,46.0,0.0,49,118,167,Ideal
4191,2011-06-28,Fall,2011,Jun,12,0,Tuesday,Clear,0.84,0.7727,47.0,0.2239,41,161,202,Ideal
4192,2011-06-28,Fall,2011,Jun,13,0,Tuesday,Clear,0.84,0.7576,44.0,0.0,33,156,189,Terlalu kering
4193,2011-06-28,Fall,2011,Jun,14,0,Tuesday,Clear,0.86,0.7879,44.0,0.2239,43,117,160,Terlalu kering
4194,2011-06-28,Fall,2011,Jun,15,0,Tuesday,Clear,0.86,0.7879,41.0,0.0,39,127,166,Terlalu kering
4195,2011-06-28,Fall,2011,Jun,16,0,Tuesday,Clear,0.86,0.803,47.0,0.2836,41,220,261,Ideal
4196,2011-06-28,Fall,2011,Jun,17,0,Tuesday,Light_rainsnow,0.82,0.7879,56.00000000000001,0.2836,70,509,579,Ideal
4197,2011-06-28,Fall,2011,Jun,18,0,Tuesday,Light_rainsnow,0.8,0.7576,55.00000000000001,0.2985,68,436,504,Ideal
4198,2011-06-28,Fall,2011,Jun,19,0,Tuesday,Misty,0.74,0.6818,57.99999999999999,0.4627,44,255,299,Ideal
4199,2011-06-28,Fall,2011,Jun,20,0,Tuesday,Clear,0.74,0.6818,62.0,0.0,50,246,296,Ideal
4200,2011-06-28,Fall,2011,Jun,21,0,Tuesday,Clear,0.74,0.697,66.0,0.2836,31,164,195,Terlalu Lembab
4201,2011-06-28,Fall,2011,Jun,22,0,Tuesday,Clear,0.7,0.6515,70.0,0.2985,30,104,134,Terlalu Lembab
4202,2011-06-28,Fall,2011,Jun,23,0,Tuesday,Clear,0.7,0.6515,70.0,0.2836,23,58,81,Terlalu Lembab
4203,2011-06-29,Fall,2011,Jun,0,0,Wednesday,Misty,0.68,0.6364,79.0,0.2836,11,25,36,Terlalu Lembab
4204,2011-06-29,Fall,2011,Jun,1,0,Wednesday,Clear,0.68,0.6364,79.0,0.2985,10,18,28,Terlalu Lembab
4205,2011-06-29,Fall,2011,Jun,2,0,Wednesday,Clear,0.66,0.6061,83.0,0.2239,7,9,16,Terlalu Lembab
4206,2011-06-29,Fall,2011,Jun,3,0,Wednesday,Misty,0.66,0.6061,83.0,0.1045,2,3,5,Terlalu Lembab
4207,2011-06-29,Fall,2011,Jun,4,0,Wednesday,Clear,0.66,0.6061,83.0,0.1045,0,5,5,Terlalu Lembab
4208,2011-06-29,Fall,2011,Jun,5,0,Wednesday,Clear,0.64,0.5758,83.0,0.194,3,19,22,Terlalu Lembab
4209,2011-06-29,Fall,2011,Jun,6,0,Wednesday,Clear,0.66,0.6212,69.0,0.2985,12,104,116,Terlalu Lembab
4210,2011-06-29,Fall,2011,Jun,7,0,Wednesday,Clear,0.7,0.6515,54.0,0.2239,18,318,336,Ideal
4211,2011-06-29,Fall,2011,Jun,8,0,Wednesday,Clear,0.7,0.6515,48.0,0.2836,41,499,540,Ideal
4212,2011-06-29,Fall,2011,Jun,9,0,Wednesday,Clear,0.72,0.6515,45.0,0.3881,32,189,221,Ideal
4213,2011-06-29,Fall,2011,Jun,10,0,Wednesday,Clear,0.74,0.6667,42.0,0.2836,31,95,126,Terlalu kering
4214,2011-06-29,Fall,2011,Jun,11,0,Wednesday,Clear,0.76,0.6667,35.0,0.2239,53,117,170,Terlalu kering
4215,2011-06-29,Fall,2011,Jun,12,0,Wednesday,Clear,0.76,0.6667,35.0,0.2537,55,188,243,Terlalu kering
4216,2011-06-29,Fall,2011,Jun,13,0,Wednesday,Clear,0.8,0.697,31.0,0.3284,45,186,231,Terlalu kering
4217,2011-06-29,Fall,2011,Jun,14,0,Wednesday,Clear,0.8,0.697,31.0,0.194,50,138,188,Terlalu kering
4218,2011-06-29,Fall,2011,Jun,15,0,Wednesday,Clear,0.82,0.7121,30.0,0.1642,43,146,189,Terlalu kering
4219,2011-06-29,Fall,2011,Jun,16,0,Wednesday,Clear,0.82,0.7121,30.0,0.4179,60,268,328,Terlalu kering
4220,2011-06-29,Fall,2011,Jun,17,0,Wednesday,Clear,0.82,0.7121,26.0,0.4179,78,492,570,Terlalu kering
4221,2011-06-29,Fall,2011,Jun,18,0,Wednesday,Clear,0.8,0.697,28.999999999999996,0.2985,78,510,588,Terlalu kering
4222,2011-06-29,Fall,2011,Jun,19,0,Wednesday,Clear,0.76,0.6667,35.0,0.3881,60,341,401,Terlalu kering
4223,2011-06-29,Fall,2011,Jun,20,0,Wednesday,Clear,0.74,0.6515,37.0,0.2985,69,264,333,Terlalu kering
4224,2011-06-29,Fall,2011,Jun,21,0,Wednesday,Clear,0.72,0.6515,39.0,0.2239,26,195,221,Terlalu kering
4225,2011-06-29,Fall,2011,Jun,22,0,Wednesday,Clear,0.7,0.6364,42.0,0.194,32,151,183,Terlalu kering
4226,2011-06-29,Fall,2011,Jun,23,0,Wednesday,Clear,0.68,0.6364,47.0,0.194,32,97,129,Ideal
4227,2011-06-30,Fall,2011,Jun,0,0,Thursday,Clear,0.66,0.6212,50.0,0.1642,15,39,54,Ideal
4228,2011-06-30,Fall,2011,Jun,1,0,Thursday,Clear,0.64,0.6212,53.0,0.1343,13,19,32,Ideal
4229,2011-06-30,Fall,2011,Jun,2,0,Thursday,Clear,0.62,0.6212,56.99999999999999,0.1343,2,6,8,Ideal
4230,2011-06-30,Fall,2011,Jun,3,0,Thursday,Clear,0.6,0.6061,60.0,0.1642,2,7,9,Ideal
4231,2011-06-30,Fall,2011,Jun,4,0,Thursday,Clear,0.58,0.5455,64.0,0.1343,2,4,6,Ideal
4232,2011-06-30,Fall,2011,Jun,5,0,Thursday,Clear,0.58,0.5455,64.0,0.2537,1,24,25,Ideal
4233,2011-06-30,Fall,2011,Jun,6,0,Thursday,Clear,0.6,0.6061,64.0,0.2537,4,119,123,Ideal
4234,2011-06-30,Fall,2011,Jun,7,0,Thursday,Clear,0.62,0.6061,61.0,0.2239,29,291,320,Ideal
4235,2011-06-30,Fall,2011,Jun,8,0,Thursday,Clear,0.68,0.6364,47.0,0.2239,44,511,555,Ideal
4236,2011-06-30,Fall,2011,Jun,9,0,Thursday,Clear,0.7,0.6364,42.0,0.2239,33,227,260,Terlalu kering
4237,2011-06-30,Fall,2011,Jun,10,0,Thursday,Clear,0.72,0.6515,42.0,0.194,35,97,132,Terlalu kering
4238,2011-06-30,Fall,2011,Jun,11,0,Thursday,Clear,0.74,0.6515,37.0,0.1343,47,122,169,Terlalu kering
4239,2011-06-30,Fall,2011,Jun,12,0,Thursday,Clear,0.76,0.6667,35.0,0.1642,50,183,233,Terlalu kering
4240,2011-06-30,Fall,2011,Jun,13,0,Thursday,Clear,0.76,0.6667,33.0,0.194,70,162,232,Terlalu kering
4241,2011-06-30,Fall,2011,Jun,14,0,Thursday,Clear,0.78,0.6818,31.0,0.194,46,117,163,Terlalu kering
4242,2011-06-30,Fall,2011,Jun,15,0,Thursday,Clear,0.78,0.6667,25.0,0.2537,64,176,240,Terlalu kering
4243,2011-06-30,Fall,2011,Jun,16,0,Thursday,Clear,0.8,0.697,26.0,0.1343,63,260,323,Terlalu kering
4244,2011-06-30,Fall,2011,Jun,17,0,Thursday,Clear,0.78,0.6818,27.0,0.3582,98,496,594,Terlalu kering
4245,2011-06-30,Fall,2011,Jun,18,0,Thursday,Clear,0.76,0.6667,28.999999999999996,0.2537,114,472,586,Terlalu kering
4246,2011-06-30,Fall,2011,Jun,19,0,Thursday,Clear,0.74,0.6515,33.0,0.194,89,366,455,Terlalu kering
4247,2011-06-30,Fall,2011,Jun,20,0,Thursday,Clear,0.74,0.6515,33.0,0.194,55,285,340,Terlalu kering
4248,2011-06-30,Fall,2011,Jun,21,0,Thursday,Clear,0.72,0.6515,37.0,0.1045,81,242,323,Terlalu kering
4249,2011-06-30,Fall,2011,Jun,22,0,Thursday,Clear,0.7,0.6364,42.0,0.1642,43,164,207,Terlalu kering
4250,2011-06-30,Fall,2011,Jun,23,0,Thursday,Clear,0.66,0.6212,50.0,0.0,27,99,126,Ideal
4251,2011-07-01,Fall,2011,Jul,0,0,Friday,Clear,0.66,0.6212,50.0,0.0,20,48,68,Ideal
4252,2011-07-01,Fall,2011,Jul,1,0,Friday,Clear,0.66,0.6212,50.0,0.0,15,16,31,Ideal
4253,2011-07-01,Fall,2011,Jul,2,0,Friday,Clear,0.62,0.6061,69.0,0.0,6,7,13,Terlalu Lembab
4254,2011-07-01,Fall,2011,Jul,3,0,Friday,Clear,0.64,0.6212,53.0,0.0,5,6,11,Ideal
4255,2011-07-01,Fall,2011,Jul,4,0,Friday,Clear,0.62,0.6212,56.99999999999999,0.0,1,5,6,Ideal
4256,2011-07-01,Fall,2011,Jul,5,0,Friday,Clear,0.6,0.6061,64.0,0.1343,3,27,30,Ideal
4257,2011-07-01,Fall,2011,Jul,6,0,Friday,Clear,0.62,0.6061,61.0,0.1343,11,97,108,Ideal
4258,2011-07-01,Fall,2011,Jul,7,0,Friday,Clear,0.66,0.6212,54.0,0.1045,25,218,243,Ideal
4259,2011-07-01,Fall,2011,Jul,8,0,Friday,Clear,0.7,0.6364,42.0,0.1642,39,453,492,Terlalu kering
4260,2011-07-01,Fall,2011,Jul,9,0,Friday,Clear,0.74,0.6515,35.0,0.1642,58,202,260,Terlalu kering
4261,2011-07-01,Fall,2011,Jul,10,0,Friday,Clear,0.76,0.6667,33.0,0.1642,61,109,170,Terlalu kering
4262,2011-07-01,Fall,2011,Jul,11,0,Friday,Clear,0.8,0.697,26.0,0.0,68,146,214,Terlalu kering
4263,2011-07-01,Fall,2011,Jul,12,0,Friday,Clear,0.8,0.697,26.0,0.0,83,180,263,Terlalu kering
4264,2011-07-01,Fall,2011,Jul,13,0,Friday,Clear,0.8,0.6818,24.0,0.0,83,209,292,Terlalu kering
4265,2011-07-01,Fall,2011,Jul,14,0,Friday,Clear,0.82,0.697,23.0,0.194,78,225,303,Terlalu kering
4266,2011-07-01,Fall,2011,Jul,15,0,Friday,Clear,0.82,0.697,21.0,0.2537,82,299,381,Terlalu kering
4267,2011-07-01,Fall,2011,Jul,16,0,Friday,Clear,0.82,0.697,17.0,0.0,85,342,427,Terlalu kering
4268,2011-07-01,Fall,2011,Jul,17,0,Friday,Clear,0.82,0.697,21.0,0.194,99,362,461,Terlalu kering
4269,2011-07-01,Fall,2011,Jul,18,0,Friday,Clear,0.8,0.6818,24.0,0.2537,98,324,422,Terlalu kering
4270,2011-07-01,Fall,2011,Jul,19,0,Friday,Clear,0.78,0.6667,25.0,0.194,80,238,318,Terlalu kering
4271,2011-07-01,Fall,2011,Jul,20,0,Friday,Clear,0.72,0.6515,42.0,0.2239,84,185,269,Terlalu kering
4272,2011-07-01,Fall,2011,Jul,21,0,Friday,Clear,0.7,0.6364,45.0,0.194,69,149,218,Ideal
4273,2011-07-01,Fall,2011,Jul,22,0,Friday,Clear,0.7,0.6364,42.0,0.0,49,173,222,Terlalu kering
4274,2011-07-01,Fall,2011,Jul,23,0,Friday,Clear,0.68,0.6364,47.0,0.0896,44,96,140,Ideal
4275,2011-07-02,Fall,2011,Jul,0,0,Saturday,Clear,0.68,0.6364,47.0,0.0896,31,84,115,Ideal
4276,2011-07-02,Fall,2011,Jul,1,0,Saturday,Clear,0.66,0.6212,54.0,0.0,20,58,78,Ideal
4277,2011-07-02,Fall,2011,Jul,2,0,Saturday,Clear,0.64,0.6212,53.0,0.0,9,43,52,Ideal
4278,2011-07-02,Fall,2011,Jul,3,0,Saturday,Clear,0.64,0.6212,53.0,0.0,5,21,26,Ideal
4279,2011-07-02,Fall,2011,Jul,4,0,Saturday,Clear,0.62,0.6061,61.0,0.0,3,8,11,Ideal
4280,2011-07-02,Fall,2011,Jul,5,0,Saturday,Clear,0.58,0.5455,73.0,0.1045,1,13,14,Terlalu Lembab
4281,2011-07-02,Fall,2011,Jul,6,0,Saturday,Clear,0.62,0.6061,69.0,0.1045,11,21,32,Terlalu Lembab
4282,2011-07-02,Fall,2011,Jul,7,0,Saturday,Clear,0.64,0.6061,65.0,0.0,10,35,45,Terlalu Lembab
4283,2011-07-02,Fall,2011,Jul,8,0,Saturday,Clear,0.68,0.6364,56.99999999999999,0.0,38,94,132,Ideal
4284,2011-07-02,Fall,2011,Jul,9,0,Saturday,Clear,0.74,0.6667,51.0,0.0896,55,124,179,Ideal
4285,2011-07-02,Fall,2011,Jul,10,0,Saturday,Clear,0.8,0.7121,36.0,0.0,103,168,271,Terlalu kering
4286,2011-07-02,Fall,2011,Jul,11,0,Saturday,Clear,0.8,0.7121,36.0,0.0896,144,213,357,Terlalu kering
4287,2011-07-02,Fall,2011,Jul,12,0,Saturday,Clear,0.82,0.7121,30.0,0.1343,142,232,374,Terlalu kering
4288,2011-07-02,Fall,2011,Jul,13,0,Saturday,Clear,0.82,0.7121,30.0,0.1045,178,226,404,Terlalu kering
4289,2011-07-02,Fall,2011,Jul,14,0,Saturday,Clear,0.84,0.7121,20.0,0.0,177,215,392,Terlalu kering
4290,2011-07-02,Fall,2011,Jul,15,0,Saturday,Clear,0.86,0.7273,19.0,0.1642,168,163,331,Terlalu kering
4291,2011-07-02,Fall,2011,Jul,16,0,Saturday,Clear,0.88,0.7424,22.0,0.2239,206,192,398,Terlalu kering
4292,2011-07-02,Fall,2011,Jul,17,0,Saturday,Clear,0.84,0.7273,30.0,0.2239,179,170,349,Terlalu kering
4293,2011-07-02,Fall,2011,Jul,18,0,Saturday,Clear,0.82,0.7121,30.0,0.2836,193,190,383,Terlalu kering
4294,2011-07-02,Fall,2011,Jul,19,0,Saturday,Clear,0.8,0.697,33.0,0.2239,156,149,305,Terlalu kering
4295,2011-07-02,Fall,2011,Jul,20,0,Saturday,Clear,0.76,0.6818,45.0,0.2836,136,148,284,Ideal
4296,2011-07-02,Fall,2011,Jul,21,0,Saturday,Clear,0.74,0.6667,48.0,0.194,95,137,232,Ideal
4297,2011-07-02,Fall,2011,Jul,22,0,Saturday,Clear,0.72,0.6667,51.0,0.1642,78,123,201,Ideal
4298,2011-07-02,Fall,2011,Jul,23,0,Saturday,Clear,0.72,0.6667,54.0,0.2836,66,88,154,Ideal
4299,2011-07-03,Fall,2011,Jul,0,0,Sunday,Clear,0.7,0.6515,57.99999999999999,0.2239,47,97,144,Ideal
4300,2011-07-03,Fall,2011,Jul,1,0,Sunday,Misty,0.7,0.6515,61.0,0.1642,23,55,78,Ideal
4301,2011-07-03,Fall,2011,Jul,2,0,Sunday,Clear,0.7,0.6515,57.99999999999999,0.194,19,50,69,Ideal
4302,2011-07-03,Fall,2011,Jul,3,0,Sunday,Light_rainsnow,0.68,0.6364,65.0,0.0896,8,25,33,Terlalu Lembab
4303,2011-07-03,Fall,2011,Jul,4,0,Sunday,Light_rainsnow,0.68,0.6364,65.0,0.0896,3,2,5,Terlalu Lembab
4304,2011-07-03,Fall,2011,Jul,5,0,Sunday,Light_rainsnow,0.62,0.5758,83.0,0.194,0,1,1,Terlalu Lembab
4305,2011-07-03,Fall,2011,Jul,6,0,Sunday,Misty,0.62,0.5455,94.0,0.0896,0,3,3,Terlalu Lembab
4306,2011-07-03,Fall,2011,Jul,7,0,Sunday,Misty,0.64,0.5758,89.0,0.194,3,22,25,Terlalu Lembab
4307,2011-07-03,Fall,2011,Jul,8,0,Sunday,Clear,0.68,0.6364,79.0,0.2239,39,53,92,Terlalu Lembab
4308,2011-07-03,Fall,2011,Jul,9,0,Sunday,Clear,0.7,0.6667,74.0,0.2537,82,99,181,Terlalu Lembab
4309,2011-07-03,Fall,2011,Jul,10,0,Sunday,Clear,0.74,0.697,66.0,0.1642,131,133,264,Terlalu Lembab
4310,2011-07-03,Fall,2011,Jul,11,0,Sunday,Clear,0.76,0.7121,62.0,0.1045,215,175,390,Ideal
4311,2011-07-03,Fall,2011,Jul,12,0,Sunday,Clear,0.8,0.7576,55.00000000000001,0.1045,198,206,404,Ideal
4312,2011-07-03,Fall,2011,Jul,13,0,Sunday,Clear,0.8,0.7727,59.0,0.2239,248,173,421,Ideal
4313,2011-07-03,Fall,2011,Jul,14,0,Sunday,Clear,0.82,0.7879,56.00000000000001,0.2537,225,150,375,Ideal
4314,2011-07-03,Fall,2011,Jul,15,0,Sunday,Clear,0.84,0.803,53.0,0.2985,194,182,376,Ideal
4315,2011-07-03,Fall,2011,Jul,16,0,Sunday,Clear,0.84,0.803,53.0,0.2985,195,219,414,Ideal
4316,2011-07-03,Fall,2011,Jul,17,0,Sunday,Light_rainsnow,0.8,0.7424,49.0,0.8507,181,177,358,Ideal
4317,2011-07-03,Fall,2011,Jul,18,0,Sunday,Light_rainsnow,0.8,0.7424,49.0,0.8507,74,107,181,Ideal
4318,2011-07-03,Fall,2011,Jul,19,0,Sunday,Misty,0.66,0.6061,83.0,0.194,100,83,183,Terlalu Lembab
4319,2011-07-03,Fall,2011,Jul,20,0,Sunday,Light_rainsnow,0.66,0.6061,83.0,0.0,83,93,176,Terlalu Lembab
4320,2011-07-03,Fall,2011,Jul,21,0,Sunday,Misty,0.66,0.6061,83.0,0.1642,75,92,167,Terlalu Lembab
4321,2011-07-03,Fall,2011,Jul,22,0,Sunday,Misty,0.66,0.6061,78.0,0.1045,69,93,162,Terlalu Lembab
4322,2011-07-03,Fall,2011,Jul,23,0,Sunday,Clear,0.64,0.5758,83.0,0.1642,70,77,147,Terlalu Lembab
4323,2011-07-04,Fall,2011,Jul,0,1,Monday,Clear,0.64,0.5758,83.0,0.1343,63,77,140,Terlalu Lembab
4324,2011-07-04,Fall,2011,Jul,1,1,Monday,Clear,0.64,0.5758,83.0,0.0896,43,76,119,Terlalu Lembab
4325,2011-07-04,Fall,2011,Jul,2,1,Monday,Clear,0.64,0.5758,83.0,0.0,33,30,63,Terlalu Lembab
4326,2011-07-04,Fall,2011,Jul,3,1,Monday,Clear,0.64,0.5909,78.0,0.0,13,13,26,Terlalu Lembab
4327,2011-07-04,Fall,2011,Jul,4,1,Monday,Misty,0.66,0.6061,78.0,0.0896,8,4,12,Terlalu Lembab
4328,2011-07-04,Fall,2011,Jul,5,1,Monday,Misty,0.64,0.5758,83.0,0.1343,1,3,4,Terlalu Lembab
4329,2011-07-04,Fall,2011,Jul,6,1,Monday,Clear,0.64,0.5758,89.0,0.1642,5,11,16,Terlalu Lembab
4330,2011-07-04,Fall,2011,Jul,7,1,Monday,Clear,0.66,0.6061,83.0,0.1343,17,19,36,Terlalu Lembab
4331,2011-07-04,Fall,2011,Jul,8,1,Monday,Clear,0.7,0.6667,74.0,0.1045,42,44,86,Terlalu Lembab
4332,2011-07-04,Fall,2011,Jul,9,1,Monday,Misty,0.72,0.6818,66.0,0.0896,142,96,238,Terlalu Lembab
4333,2011-07-04,Fall,2011,Jul,10,1,Monday,Misty,0.76,0.697,55.00000000000001,0.0896,166,114,280,Ideal
4334,2011-07-04,Fall,2011,Jul,11,1,Monday,Misty,0.76,0.697,55.00000000000001,0.0896,177,172,349,Ideal
4335,2011-07-04,Fall,2011,Jul,12,1,Monday,Misty,0.78,0.7121,52.0,0.0,237,210,447,Ideal
4336,2011-07-04,Fall,2011,Jul,13,1,Monday,Misty,0.78,0.7121,49.0,0.0,242,181,423,Ideal
4337,2011-07-04,Fall,2011,Jul,14,1,Monday,Clear,0.8,0.7273,46.0,0.0,235,173,408,Ideal
